date,customer_id,gsv,aha_revenue,order_cost,ltv,cac,is_repeat_customer,customer_segment,churned
2025-04-03,CUST00266,94730.3,9194.9,7134.03,651.64,104.64,0.81,Regular,0.1
2025-04-04,CUST01955,53989.35,7941.03,8978.17,389.77,119.95,0.93,Diamond,0.1
2025-04-05,CUST00787,88443.46,5130.87,8608.3,249.24,113.56,1.4,Regular,0.12
2025-04-06,CUST02272,106408.36,12016.49,10617.6,542.13,132.75,1.39,Platinum,-0.25
2025-04-07,CUST00628,100224.11,20705.15,10128.9,469.91,107.25,0.84,Diamond,0.18
2025-04-08,CUST02607,62387.08,26481.69,9801.17,616.78,97.24,0.96,Platinum,0.15
2025-04-09,CUST01867,67401.01,11983.59,17049.17,484.56,108.05,0.51,Regular,-0.15
2025-04-10,CUST01987,100750.94,20485.98,8496.2,429.67,107.92,0.71,Diamond,-0.01
2025-04-11,CUST00614,97568.84,12900.6,15463.26,490.89,113.53,1.42,Platinum,0.03
2025-04-12,CUST02676,39329.62,6465.47,8697.24,626.3,127.89,0.63,Diamond,0.01
2025-04-13,CUST02357,35245.94,18512.83,7161.66,566.33,126.79,1.02,Diamond,0.1
2025-04-14,CUST00004,83258.54,16124.92,6261.17,217.72,139.29,-0.02,Regular,0.31
2025-04-15,CUST02672,72907.44,24235.49,12101.44,521.2,98.72,0.12,Platinum,0.24
2025-04-16,CUST00633,78784.83,7060.02,12507.08,526.99,122.93,0.6,Diamond,-0.21
2025-04-17,CUST01532,76505.51,29245.73,9279.02,497.56,129.76,0.52,Diamond,0.15
2025-04-18,CUST00574,104652.96,23076.17,10934.62,428.91,101.49,0.14,Platinum,0.29
2025-04-19,CUST00940,86891.67,14830.17,3457.02,638.06,110.9,1.65,Diamond,0.11
2025-04-20,CUST02093,90201.39,13392.11,2614.71,643.79,79.78,0.54,Diamond,0.24
2025-04-21,CUST00801,57724.15,11254.99,11284.44,244.45,133.39,0.23,Diamond,0.41
2025-04-22,CUST00494,16939.04,15484.14,7025.3,407.24,110.74,0.53,Platinum,0.23
2025-04-23,CUST00001,107467.44,13979.71,9742.79,482.91,131.36,0.46,Platinum,0.08
2025-04-24,CUST00528,128036.95,17554.1,5193.79,609.55,119.25,0.54,Platinum,0.23
2025-04-25,CUST00027,77891.42,13413.99,12558.21,503.71,111.35,-0.34,Platinum,0.06
2025-04-26,CUST01122,89831.8,22170.68,2640.64,420.48,82.95,1.09,Regular,0.04
2025-04-27,CUST01756,91348.87,15562.59,3120.9,581.87,86.54,1.12,Diamond,-0.03
2025-04-28,CUST02588,118597.84,13606.35,11898.54,475.19,62.77,1.18,Platinum,0.33
2025-04-29,CUST00232,102735.75,20169.29,-676.44,486.07,103.74,0.61,Diamond,-0.12
2025-04-30,CUST01444,94809.44,6610.0,8592.87,496.53,161.06,0.78,Diamond,0.32
2025-05-01,CUST02576,85923.46,16668.83,7085.74,566.21,89.1,0.02,Regular,0.13
2025-05-02,CUST01127,86017.48,15052.99,5135.9,463.93,62.0,0.86,Platinum,-0.23
2025-05-03,CUST02835,55764.38,7694.38,6798.48,579.25,134.51,0.57,Platinum,0.11
2025-05-04,CUST01462,77066.38,6169.54,4789.83,491.21,162.78,0.22,Diamond,-0.36
2025-05-05,CUST02443,102679.63,20097.87,12202.34,376.07,121.1,0.88,Platinum,0.15
2025-05-06,CUST00734,80087.95,19854.25,13015.75,495.41,120.92,0.9,Diamond,0.2
2025-05-07,CUST01014,85697.09,15805.99,5291.65,382.07,108.84,0.48,Diamond,-0.07
2025-05-08,CUST00188,61076.58,23716.22,8273.25,504.42,78.89,0.67,Regular,0.06
2025-05-09,CUST00054,93789.55,17181.02,3308.58,595.77,85.82,-0.06,Regular,0.4
2025-05-10,CUST01122,55314.62,21324.59,10746.98,375.3,108.7,1.07,Regular,-0.06
2025-05-11,CUST01918,90650.17,17075.26,10666.2,541.87,104.83,0.0,Diamond,-0.16
2025-05-12,CUST00046,81025.55,13509.05,6502.81,403.64,112.77,0.1,Platinum,0.31
2025-05-13,CUST02892,49635.39,9504.39,7471.01,523.04,131.82,0.48,Regular,0.41
2025-05-14,CUST02233,106376.82,11830.66,7127.8,599.33,103.35,1.0,Platinum,0.04
2025-05-15,CUST01126,81496.78,13604.79,2398.58,252.98,132.23,1.0,Regular,0.23
2025-05-16,CUST02432,122339.6,21905.26,12213.96,370.57,103.48,0.45,Regular,0.29
2025-05-17,CUST02007,114622.96,18866.2,5039.74,456.93,136.04,0.83,Diamond,-0.1
2025-05-18,CUST01991,67061.05,16614.18,5060.85,536.17,116.83,-0.39,Regular,-0.05
2025-05-19,CUST00128,68831.17,19378.95,6952.08,480.4,106.3,0.09,Regular,0.27
2025-05-20,CUST02137,61160.31,17623.72,10506.59,494.36,116.49,0.1,Diamond,0.35
2025-05-21,CUST01075,52798.93,16263.87,5584.56,736.34,109.17,1.07,Platinum,0.14
2025-05-22,CUST00499,76285.9,7244.54,1363.44,359.22,117.37,0.78,Regular,-0.13
2025-05-23,CUST00768,113926.9,20757.76,4667.39,631.21,130.39,0.54,Diamond,0.41
2025-05-24,CUST02062,46173.29,12573.09,8734.22,459.13,113.33,0.59,Regular,-0.06
2025-05-25,CUST00288,101988.55,20498.45,14210.71,563.33,107.63,1.23,Diamond,-0.03
2025-05-26,CUST01067,100302.0,20993.68,3510.68,746.3,92.42,0.37,Platinum,0.1
2025-05-27,CUST01902,95992.14,11489.46,3397.21,579.45,126.78,-0.2,Platinum,0.33
2025-05-28,CUST02093,99592.6,19787.27,2726.94,542.83,122.12,0.99,Diamond,0.2
2025-05-29,CUST02164,62527.12,13072.7,2341.92,684.92,91.24,0.54,Diamond,0.11
2025-05-30,CUST00509,100165.48,13103.21,11158.4,629.98,131.95,0.92,Diamond,0.12
2025-05-31,CUST01156,73722.31,16241.0,12054.8,407.07,90.91,0.43,Platinum,0.04
2025-06-01,CUST01308,35193.49,16379.31,7970.0,533.79,135.86,0.03,Regular,0.14
2025-06-02,CUST01173,85960.59,15119.49,5967.91,300.71,128.97,0.65,Platinum,-0.44
2025-06-03,CUST02032,67774.36,8086.6,12974.33,437.1,123.56,0.45,Diamond,-0.02
2025-06-04,CUST02567,112213.61,14299.84,7958.06,536.06,107.48,0.54,Diamond,0.08
2025-06-05,CUST02184,79025.99,26594.36,10797.8,429.92,126.71,1.25,Platinum,-0.18
2025-06-06,CUST02181,85722.45,659.88,5816.74,531.34,136.81,-0.1,Diamond,0.11
2025-06-07,CUST02131,92653.27,19377.57,7555.87,498.12,127.04,0.59,Platinum,-0.0
2025-06-08,CUST02024,79408.18,20337.52,3580.71,561.82,101.57,0.04,Diamond,0.37
2025-06-09,CUST02475,82707.64,7963.34,9370.42,450.53,120.48,-0.84,Regular,0.33
2025-06-10,CUST01820,101819.7,12517.11,8010.88,390.76,137.93,0.43,Regular,-0.05
2025-06-11,CUST01976,63291.68,9795.44,4643.93,670.91,159.46,0.47,Diamond,0.01
2025-06-12,CUST00909,70644.84,24419.63,4685.66,442.25,110.95,0.76,Platinum,0.02
2025-06-13,CUST01133,65293.03,20572.66,12430.95,576.13,132.4,0.34,Regular,-0.05
2025-06-14,CUST00591,113785.84,20820.61,13534.27,665.94,137.98,-0.29,Platinum,0.07
2025-06-15,CUST00729,70647.13,15540.05,6757.55,518.52,98.7,0.04,Diamond,-0.11
2025-06-16,CUST00273,81911.98,21643.68,7628.8,400.48,151.05,1.1,Platinum,-0.18
2025-06-17,CUST02130,72686.51,14879.8,8659.7,478.98,93.6,0.03,Regular,0.15
2025-06-18,CUST02411,78585.59,21884.79,7877.8,617.55,131.41,1.24,Platinum,0.15
2025-06-19,CUST02309,69926.36,14160.24,2225.38,523.57,121.25,0.97,Platinum,-0.11
2025-06-20,CUST01310,94136.88,11442.32,8745.79,360.07,116.21,0.29,Diamond,0.2
2025-06-21,CUST01151,63805.51,24199.27,942.52,568.79,166.48,0.09,Diamond,-0.08
2025-06-22,CUST02140,57519.64,14815.19,5146.04,588.82,109.01,0.97,Diamond,0.08
2025-06-23,CUST00306,73537.49,10317.55,8986.35,458.51,108.69,0.33,Regular,0.19
2025-06-24,CUST02752,68699.74,10262.05,9279.67,570.37,141.95,-0.32,Regular,0.03
2025-06-25,CUST02644,57814.28,10277.7,4905.99,528.06,130.46,0.73,Diamond,0.12
2025-06-26,CUST00351,78279.06,19247.97,5996.68,476.8,140.96,0.66,Diamond,-0.06
2025-06-27,CUST02826,51313.12,14415.53,5576.71,349.83,117.45,1.02,Regular,-0.0
2025-06-28,CUST02155,119655.99,26694.16,7099.64,624.55,121.48,0.62,Regular,-0.0
2025-06-29,CUST01247,54692.4,20998.64,7335.53,587.63,153.44,0.18,Regular,-0.1
2025-06-30,CUST00248,71764.71,16239.28,9492.06,567.32,98.22,1.08,Regular,0.0
2025-07-01,CUST00307,76661.56,22113.99,5815.35,678.6,113.01,1.13,Diamond,-0.25
2025-07-02,CUST02884,118787.3,12383.57,8576.82,609.17,131.2,0.57,Regular,-0.06
2025-07-03,CUST00373,49897.03,5420.15,8991.28,579.21,111.14,0.48,Diamond,-0.02
2025-07-04,CUST00016,87667.97,9852.48,8033.69,243.28,103.59,-0.21,Platinum,-0.01
2025-07-05,CUST01137,105724.85,15676.12,6613.41,638.33,127.57,0.15,Platinum,-0.01
2025-07-06,CUST00437,78554.01,13781.94,7978.96,509.3,142.04,0.83,Regular,0.03
2025-07-07,CUST02000,61203.88,19145.37,9750.35,535.88,112.25,0.17,Platinum,0.13
2025-07-08,CUST01952,82624.05,14283.61,10021.58,536.67,111.69,-0.28,Platinum,0.2
2025-07-09,CUST01339,115608.39,18754.08,13049.48,589.32,102.02,2.19,Platinum,-0.09
2025-07-10,CUST01987,72380.26,22611.29,4347.82,629.67,109.12,-0.28,Regular,-0.19
2025-07-11,CUST02864,113774.32,14267.82,6053.85,573.15,136.95,1.57,Regular,-0.16
2025-07-12,CUST01336,90020.46,17765.93,2414.06,554.73,116.72,0.3,Platinum,-0.05
2025-07-13,CUST02501,109665.73,5932.43,10306.4,526.49,98.85,0.41,Diamond,-0.03
2025-07-14,CUST00589,89213.87,14287.3,6381.08,111.41,120.38,0.12,Platinum,-0.11
2025-07-15,CUST00499,75031.18,8610.82,8058.19,466.36,136.3,0.84,Regular,-0.21
2025-07-16,CUST02514,117862.88,15665.97,5544.13,390.6,103.75,-0.27,Regular,-0.05
2025-07-17,CUST00593,89346.05,16130.99,6405.29,639.93,88.28,-0.47,Regular,0.07
2025-07-18,CUST02150,88159.77,16113.97,11212.67,571.39,159.29,1.25,Platinum,0.15
2025-07-19,CUST02409,101093.11,12462.38,9571.98,446.6,87.28,0.05,Diamond,-0.07
2025-07-20,CUST01294,103445.19,26696.77,7072.73,458.24,107.85,0.82,Regular,-0.04
2025-07-21,CUST00708,101200.04,8426.07,9800.21,454.03,119.77,-0.09,Regular,-0.14
2025-07-22,CUST00949,57554.51,8112.94,9868.72,451.97,109.59,0.8,Platinum,0.03
2025-07-23,CUST00743,71947.56,23400.25,6204.54,332.33,113.58,1.29,Diamond,-0.12
2025-07-24,CUST02373,71558.36,11314.06,2861.92,307.23,126.73,0.19,Platinum,0.14
2025-07-25,CUST02325,69086.15,10082.46,4629.66,503.04,66.83,-0.51,Regular,-0.3
2025-07-26,CUST00485,67209.6,26719.53,3260.65,624.24,89.53,1.29,Diamond,-0.03
2025-07-27,CUST00456,71265.95,19971.73,11030.43,437.39,115.98,0.91,Diamond,0.09
2025-07-28,CUST00136,91579.45,11876.62,11569.14,534.83,106.93,0.21,Regular,0.07
2025-07-29,CUST00735,94776.05,16036.26,12339.18,584.74,117.7,0.34,Diamond,0.54
2025-07-30,CUST02628,84769.41,24890.45,1154.48,384.6,119.68,-0.1,Diamond,0.1
2025-07-31,CUST01992,76208.13,18465.08,10741.86,497.36,72.4,1.16,Platinum,-0.15
2025-08-01,CUST01587,110532.13,21510.78,14280.31,422.46,140.79,0.18,Regular,0.02
2025-08-02,CUST02398,82955.26,19044.9,10867.75,685.74,105.04,-0.26,Regular,-0.3
2025-08-03,CUST02113,103705.83,19687.57,746.06,680.68,97.63,0.56,Regular,0.02
2025-08-04,CUST00945,73317.49,15125.58,12903.47,384.72,119.29,0.02,Regular,-0.12
2025-08-05,CUST00005,93148.18,14980.13,7547.95,544.38,117.25,-0.06,Regular,0.21
2025-08-06,CUST02267,111876.15,16290.06,6697.8,623.35,139.23,0.24,Diamond,-0.07
2025-08-07,CUST00804,32175.74,18684.51,8817.83,597.95,120.57,0.49,Platinum,0.01
2025-08-08,CUST02983,71587.48,13470.6,4164.88,509.12,138.46,-0.24,Regular,-0.08
2025-08-09,CUST01049,96779.88,15547.26,7427.27,651.03,96.16,1.14,Platinum,0.36
2025-08-10,CUST01527,109268.34,13332.13,12444.81,394.89,117.95,0.79,Platinum,-0.02
2025-08-11,CUST02942,88899.79,15514.63,9349.16,464.56,92.6,0.27,Diamond,0.38
2025-08-12,CUST02999,85802.43,8513.29,7599.79,398.01,117.06,0.0,Regular,0.19
2025-08-13,CUST01602,117292.36,28272.1,7696.58,590.32,112.78,0.41,Diamond,0.13
2025-08-14,CUST02650,110502.48,11167.23,3754.25,432.18,111.92,0.9,Regular,0.11
2025-08-15,CUST02765,67280.64,13070.27,6953.42,479.84,112.09,0.82,Diamond,0.11
2025-08-16,CUST01549,87150.75,10725.0,2349.46,571.23,129.95,0.98,Platinum,-0.33
2025-08-17,CUST01039,92068.04,18076.19,10590.0,580.56,82.66,0.21,Regular,-0.02
2025-08-18,CUST01257,119471.45,13917.9,639.11,394.59,96.93,-1.01,Platinum,0.2
2025-08-19,CUST00422,102273.52,9984.52,10070.33,622.08,114.27,1.07,Platinum,0.03
2025-08-20,CUST00187,82712.99,18287.13,10456.53,552.46,91.31,0.37,Diamond,-0.23
2025-08-21,CUST00384,89241.94,18977.52,11509.12,374.37,116.02,0.78,Regular,0.03
2025-08-22,CUST00748,46799.13,14579.39,7688.06,345.87,114.06,1.28,Platinum,0.36
2025-08-23,CUST02269,104342.4,11522.32,10261.8,497.84,86.77,1.66,Diamond,0.27
2025-08-24,CUST01351,97828.68,26146.56,6923.15,598.15,85.77,0.13,Regular,0.02
2025-08-25,CUST02636,109255.05,16664.12,3737.8,601.12,62.15,0.52,Regular,0.22
2025-08-26,CUST02700,81896.53,8395.09,12166.59,540.94,90.46,1.13,Platinum,-0.03
2025-08-27,CUST02446,87385.36,22165.95,7118.12,505.31,115.38,0.03,Regular,-0.28
2025-08-28,CUST01020,75092.45,10537.96,3046.68,558.96,118.24,0.16,Platinum,-0.14
2025-08-29,CUST00522,61642.88,28968.3,5970.7,400.59,119.16,0.16,Regular,0.33
2025-08-30,CUST00581,72653.19,15330.07,6093.18,695.1,99.39,0.44,Diamond,-0.01
2025-08-31,CUST00114,48101.95,20113.09,8850.71,693.59,114.72,0.34,Platinum,-0.01
2025-09-01,CUST01278,103252.61,4266.32,14698.6,549.35,123.1,0.15,Platinum,-0.02
2025-09-02,CUST02130,40928.85,8343.5,9039.05,522.53,89.5,-0.03,Regular,0.39
2025-09-03,CUST01652,125796.5,21755.19,8060.22,452.01,117.58,0.85,Regular,0.34
2025-09-04,CUST00229,49214.96,16550.12,15035.85,560.93,128.34,1.12,Platinum,0.45
2025-09-05,CUST00255,115059.43,25384.94,10454.93,419.59,105.19,1.19,Regular,0.01
2025-09-06,CUST02962,66484.38,17407.49,8207.26,242.08,136.52,0.21,Diamond,0.09
2025-09-07,CUST00124,96120.04,15666.33,5931.62,185.26,105.66,0.87,Regular,-0.25
2025-09-08,CUST02073,69623.42,23700.42,8399.42,407.06,97.74,0.57,Diamond,0.31
2025-09-09,CUST02329,118566.67,20096.8,7212.71,517.79,126.32,0.17,Diamond,-0.18
2025-09-10,CUST02008,85684.02,13916.57,7702.25,538.13,156.11,0.81,Diamond,0.08
2025-09-11,CUST00041,106461.63,9317.03,11495.59,443.29,116.81,0.14,Diamond,-0.17
2025-09-12,CUST00452,86336.52,2772.49,5742.69,516.11,127.9,0.26,Diamond,-0.07
2025-09-13,CUST02179,91922.62,12679.89,9011.52,467.91,104.83,-0.24,Regular,-0.12
2025-09-14,CUST02765,97231.03,8844.54,10362.02,383.91,90.04,0.22,Diamond,-0.08
2025-09-15,CUST02509,74136.55,28229.72,5364.93,493.45,118.44,0.58,Regular,-0.06
2025-09-16,CUST02745,58975.3,11590.22,4867.07,593.85,121.63,1.23,Diamond,-0.07
2025-09-17,CUST02717,58545.37,11450.17,6952.32,389.15,107.87,0.27,Platinum,0.19
2025-09-18,CUST02060,85828.05,7128.84,5986.78,389.21,127.82,-0.07,Diamond,-0.17
2025-09-19,CUST00382,74945.15,13557.68,10992.89,375.81,101.89,1.19,Platinum,0.08
2025-09-20,CUST02350,41514.38,11517.66,4311.4,275.34,96.89,0.2,Diamond,0.27
2025-09-21,CUST01392,95149.9,23824.17,7631.02,444.05,136.49,-0.42,Diamond,-0.06
2025-09-22,CUST01785,60222.01,15785.08,15315.85,582.4,136.58,0.52,Diamond,-0.1
2025-09-23,CUST02032,61395.36,14876.58,8699.84,519.82,102.29,0.29,Platinum,-0.01
2025-09-24,CUST02186,83962.7,14232.08,9215.46,480.07,149.77,1.59,Platinum,0.26
2025-09-25,CUST00741,66644.52,18949.47,11018.79,514.63,109.3,0.69,Diamond,0.07
2025-09-26,CUST01034,87273.7,12604.77,5982.69,443.03,116.8,0.38,Regular,-0.06
2025-09-27,CUST02244,124612.73,18340.01,4064.34,274.02,113.38,-0.01,Diamond,0.13
2025-09-28,CUST01521,77155.74,23190.16,7966.14,590.46,125.66,0.61,Platinum,-0.17
2025-09-29,CUST00369,63427.69,17278.9,8241.86,623.76,120.57,1.17,Diamond,0.16
2025-09-30,CUST00551,88463.92,13642.65,2399.35,415.32,120.29,0.6,Platinum,0.11
2025-10-01,CUST02951,69163.78,10037.54,8582.02,482.2,94.52,0.03,Platinum,-0.02
2025-10-02,CUST01459,85281.55,13512.57,10737.05,472.22,81.02,0.72,Platinum,-0.12
2025-10-03,CUST00040,91169.69,17806.58,4586.9,540.37,138.13,0.43,Diamond,-0.13
2025-10-04,CUST00504,84092.39,7071.04,8769.63,695.44,104.08,0.67,Platinum,0.14
2025-10-05,CUST01048,85943.37,19181.89,10186.22,634.03,114.1,0.27,Platinum,0.27
2025-10-06,CUST00300,88677.42,15985.57,9238.37,456.01,121.68,0.26,Diamond,-0.08
2025-10-07,CUST00629,117020.72,14157.72,9530.95,562.52,147.96,0.24,Platinum,0.12
2025-10-08,CUST01162,79700.31,11543.9,6659.33,644.99,118.35,0.92,Diamond,-0.36
2025-10-09,CUST00262,87373.13,12481.57,3921.4,546.98,107.12,0.27,Platinum,-0.07
